_key,username,location,postcount,likes,post,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
713,0a20,,6737,1950,"['喜欢', '短语', '建议', '拍', '完美', '照片', '好', '上帝', '威胁', '力量', '到达', '通知', '主张', '爱', '证明', '最好', '看到', '难', '很棒', '小', '敲门', '纠正', '生活', '发现', '风', '外阴', '味道', '距离', '人', '失望', '全能', '说', '世界', '主', '看法', '划分', '想法', '只给', '觉得', '异化', '邪恶', '分开', '真主', '先知', '成为', '祈祷', '居民']",,,,,,,,,,,
714,0A06,,6171,8442,"['商品', '货物', '无法', '超过', '喜欢', '电影', '买', '做', '我会', '发', '礼物', '证书', '购物', '购买', '情况', '选择', '遇到', '生活', '肉', '价值', '妹妹', '已经', '完成', '疯']",,,,,,,,,,,
715,e321,,1,0,"['地铁', '床', '约会', '直到']",,,,,,,,,,,
716,5f8f,,1,0,"['作成', '完']",,,,,,,,,,,
717,000B,,1,0,[],,,,,,,,,,,
718,13fc,Caricuao city,252,248,"['来到', '做', '留下', '债务', '女士', '公司', '告诉', '变性', '朋友', '很好', '请', '帮助', '委内瑞拉人', '人', '只能', '电视', '开放', '使用', '游戏', '培训', '合作', '希望', '成为', '停止', '操', '认识', '原因', '见到', '教室', '写下', '私人', '想见', '付钱', '低价', '妓女', '教授', '富裕', '想', '员工']",,,,,,,,,,,
719,529A,,1,0,[],,,,,,,,,,,
720,293b,,1,0,[],,,,,,,,,,,
721,4724,india,20,0,"['有利于', '视频', '想', '订阅', '预告片', '用户', '拖车', '功能', '喜欢', '加强', '跳舞', '发布', '派对', '加入', '最', '添加', '收藏夹', '了上', '频道', '鞍架', '特征', '自动', '发作', '了在']",,,,,,,,,,,
722,6fff,,2,1,"['查看', '视频', '加入', '推特', '投影']",,,,,,,,,,,
723,050E,,1063,10,"['最', '简单', '幸福', '原因', '问', '愿', '亲人', '上帝保佑', '说', '情况', '了解', '友好', '人', '好', '武士', '感情', '玩', '颤抖', '进入', '糟糕', '事情', '生活', '介绍', '名字', '祖父', '推特', '睡觉', '记得', '卷轴']",,,,,,,,,,,
724,99b2,,1,1,[],,,,,,,,,,,
725,2016,The World,6,4,"['想', '说', '好', '觉得', '糟糕', '打赌', '希望', '上帝', '吮吸', '抱歉', '男人', '真的', '很快', '走']",,,,,,,,,,,
726,86ca,,1,0,"['天气', '好', '干']",,,,,,,,,,,
727,ef74,地下室,47608,1676,"['想', '减少', '上床睡觉', '时间', '睡觉', '吃饭', '吃', '价格', '状态', '也许', '认为', '有趣', '贪婪', '食物', '很薄', '未尝', '来自', '乐趣', '窗格', '饿', '肉', '饥饿', '腹部', '晚餐', '使用', '豪华', '记事本', '摔倒', '知道', '漫长', '生活', '坚持', '老板', '赢得', '坚定', '共同', '敏感', '耻辱', '电视', '无法', '看到', '外星人', '大脚', '诅咒', '娃娃', '绳索']",,,,,,,,,,,
728,dfc0,,433,325,"['邪恶', '钢琴', '疯狂', '欢迎', '来到', '云', '跑', '想象', '坚固', '背壳', '脱落', '人们', '知道', '乐趣', '强大', '心', '眼泪', '地方', '胸部', '崩溃', '人马', '修', '锄头', '村', '我会', '安息日']",,,,,,,,,,,
729,5313,"Arhus, Denmark",98,5856,"['政治家', '遗憾', '只', '关注', '最', '响亮', '意见', '沉默', '电视台', '拍摄', '很快', '短时间', '短暂', '体育场', '直升机', '录制', '希望', '处理', '联赛', '问题', '传统', '粉丝', '已经', '厌倦', '贪婪', '投资者', '再次', '踢', '脸', '远离', '生活', '爱', '足球', '方式', '看着', '请', '游戏', '提供', '详细信息', '使', '团队', '复杂化', '机会', '进步', '外人', '播放', '强大', '玩', '开心', '幸运', '订单', '似乎', '发送', '预期', '最好', '乐趣', '我会', '位置', '进行', '文本', '纠正', '票据', '换算', '相同', '金额', '错误', '轻松', '达到', '欧元', '看到']",,,,,,,,,,,
730,d120,,9,0,"['终于', '跌倒', '有没有', '注意', '日落', '变化', '追逐', '彩虹', '拍', '草坪', '照片', '灾难', '感到', '抱歉', '午餐时间', '奶酪', '知道', '按摩', '传输', '太', '字符', '我会', '保持', '简短', '已经', '发送', '消息', '出现', '工作', '寻找', '更新', '了解', '学习', '新技能']",,,,,,,,,,,
731,9449,,3,0,"['测试', '密码', '重置', '请求', '丑陋']",,,,,,,,,,,
732,f9d3,Samarinda,11,0,"['添加', '好', '淘气', '忙']",,,,,,,,,,,
733,1dab,"Texas, USA",68,1633,"['好', '想要', '爱', '州', '自由', '走', '事情', '无关', '停止', '责备', '人为', '行为', '影响', '房东', '保护', '租房', '确定', '观点', '假', '需要', '租赁者', '要求', '根本', '生气', '无知', '伤心', '手段', '继续', '希望', '准备', '到来', '捉', '迷望', '鸿沟', '满意', '应该', '做', '改善', '好好', '看看', '悲惨', '人生', '抱歉', '法律', '播放', '猜猜', '意识', '回事', '人', '意见', '制作', '错误', '指控', '祈祷']",,,,,,,,,,,
734,9ee4,,168,81,['墙墙'],,,,,,,,,,,
735,102b,,1,0,"['跟着', '抓住', '把手']",,,,,,,,,,,
736,6366,,1,0,['无聊'],,,,,,,,,,,
737,0aa0,,1364,1,"['开发', '计划', '游戏', '翻译', '绘制', '购买', '互联网', '必需', '应用程序', '软件', '销售价', '是否', '穿', '笔记本电脑', '迁移', '角色', '改变', '线', '女性', '看到', '有点', '忙', '多难', '毕业', '仪式', '演讲', '我会', '再次', '生活', '光学', '工作', '首尔', '站', '死', '感觉', '手机', '遗忘', '概述', '忘记', '妻子', '不读', '时间表']",,,,,,,,,,,
738,D31A,,4,0,"['打破', '新闻', '接受', '新', '测试仪', '包含', '相机', '参与者', '获得', '免费', '立即', '股票', '转发']",,,,,,,,,,,
739,FC47,,344,8021,"['良好', '笑容', '想', '看看', '姐姐', '摔跤', '等待', '脸部', '立场', '月恤', '差距', '好弃', '袜子', '老师', '脸', '基板', '表带', '可爱', '收集', '挑选', '集合', '希望', '告诉']",,,,,,,,,,,
740,1770,1770 Queensland Australia,1666,6107,"['人', '提供', '事', '赚取', '方式', '学习', '事情', '变化', '集体', '远远', '优于', '经历', '抢票', '享受', '骑行', '验证', '全职', '航行', '社区', '快速增长', '赚', '币', '改变', '只', '需', '新', '开放', '拥有', '企业', '世界', '建立', '带来', '机会', '加入', '学生', '下载', '购买', '准备', '用户', '网络']",,,,,,,,,,,
741,b54e,,2,0,"['讨厌', '老板', '太', '真的', '希望', '有用', '上帝', '想', '知道', '愚蠢', '工作', '醒来', '女士', '激励']",,,,,,,,,,,
742,2505,,1,0,['孤独'],,,,,,,,,,,
743,6ae4,,63,9,[],,,,,,,,,,,
744,D1DC,"Wales, UK",1639,21,"['最新', '工作', '查看', '内容', '合作', '新', '商店', '创建', '林地', '展示', '橱柜', '秋窗', '方案', '集合', '一致', '爱', '一直', '店', '提供', '道具', '找到', '珠宝商', '计划', '创造', '感觉', '完美', '季节', '显示', '建筑', '眼睛', '捕捉', '产品', '皇冠', '抛光', '伟大', '视觉', '商品', '简单', '独特', '装备', '方式', '希望', '女王', '陛下', '成为', '最长', '君主']",,,,,,,,,,,
745,8Ed8,,1,0,['生活'],,,,,,,,,,,
746,B202,,1,0,"['研磨', '变得', '富有']",,,,,,,,,,,
747,2a4c,,7,27,"['垃圾邮件', '避免', '哦哦哦', '诗歌', '紫色', '赢得', '校正', '喷泉']",,,,,,,,,,,
748,afa6,madrid,277,110,"['寻找', '工作', '车辆', '驾驶员', '部门', '长期', '经验', '长距离', '扇区', '具有', '祖父', '正义', '真实', '平等', '漂亮', '隔离', '请', '终于', '选举', '园艺', '来源', '国家', '只', '担心', '邪恶', '嘲笑', '来自', '地方', '放弃', '需要', '做出', '反应', '表明', '事情', '真的', '重要', '要求', '传播', '提供', '机关', '生活', '不让', '妻子']",,,,,,,,,,,
749,2ba8,,116,17833,"['抓住', '镜头', '父亲', '错过', '人', '堕胎', '最好', '选择', '迟到', '雀斑', '小巧', '羡慕', '法治', '民间', '州', '说', '建立', '话', '想', '失明', '无法', '对面', '获得', '金钱', '规模', '喜欢', '笑话', '知道', '消息', '好']",,,,,,,,,,,
750,3193,Tokyo,33,13,"['先生', '说', '渴望', '调谐器', '快乐', '防病毒', '免费软件', '使用', '好', '检测', '率', '顶级', '影响', '日出', '延迟', '能够', '做', '风格', '吸引力', '加号', '看不到', '激进', '商店', '店铺', '运行', '生活', '机器', '生产者', '应该', '了解', '读', '骑', '自行车', '车站', '杂志', '特色', '框架', '加固', '基', '很棒', '世界', '承运人', '合作伙伴', '业务', '成为', '主题', '人', '家庭', '谣言', '载体', '伙伴', '店', '原型', '感激', '出于', '某种原因', '想', '知道', '是否', '独特', '氛围', '留下来', '曾经', '圣所', '喜欢', '比有', '雪', '冷酷', '天气', '温度', '减去', '模式', '爪子', '情况', '赛车手', '难', '快速', '进入']",,,,,,,,,,,
751,36c3,,1,0,[],,,,,,,,,,,
752,faf2,,5,0,[],,,,,,,,,,,
753,fefd,,1,0,[],,,,,,,,,,,
754,c337,"Qaanaaq, Kalaallit Nunaat",45442,19415,"['露营', '人', '数量', '时间', '完美', '残酷', '肖像', '标志', '生活', '伟大', '酒店', '瓷器', '亲爱', '叉子', '刀子', '愿', '安息', '买', '广场', '吃饭', '尚未', '全球化', '喜欢', '奢侈品', '世界', '相比', '已经', '犯', '不吃', '力量', '做', '笑', '最', '职位', '服用', '锁', '伴随', '菜', '飞行', '带有', '空气', '动力学', '飞碟', '直到', '工作', '部分', '崩溃', '相信', '水疗', '中心', '低沉', '噪音', '混凝土', '刺激', '公寓', '沉默', '开设', '服务区', '窗户', '看到', '工人', '整晚', '豪华酒店', '并用', '餐具', '食物', '扔', '板材', '走向', '事', '好', '丑陋', '祖父', '决定', '结束', '讨论', '方式', '托盘', '跑', '厨房', '半径', '越过', '到达']",,,,,,,,,,,
755,721E,埼玉県伊奈町,387,19,"['智能手机', '条件', '糟糕', '得到', '问题', '决定', '抛弃', '应用程序', '检查', '原因', '再次', '复活', '请', '想', '房子', '生病', '开心', '咖啡', '很好', '使用', '纪念馆', '戏剧', '等待', '赛马场', '好', '做', '做到', '女儿', '双胞胎', '难', '人', '教学', '孩子', '负责', '神经', '我会', '尽力', '成为', '消极', '忙碌', '享受', '氛围', '似乎', '冷', '动机', '模式', '直到', '私人', '入学考试', '日子', '头疼', '选举', '学校', '俱乐部', '活动', '清', '睡觉']",,,,,,,,,,,
756,22cc,cosplay ig: whitchcraftcosplay,119616,51309,"['阴影', '觉得', '火', '想法', '厕所', '姿势', '失去', '蹲下', '风格', '背直', '眼睛', '希望', '幸存', '回家', '喜欢', '无需', '看到', '卡片', '笑', '父亲', '能够', '问', '兄弟', '想到', '确定', '电话', '是否', '叫醒', '实际上', '好', '爸爸', '回去', '得到', '炎热', '冷', '符合', '疫苗', '假人', '留下', '卡', '应该', '方便']",,,,,,,,,,,
757,bb03,,29,0,"['刚刚', '新的', '样本', '惊人', '产品', '已', '取消', '仿佛', '迎来', '工作', '打哈欠', '酒鬼']",,,,,,,,,,,
758,9600,"Hebden Bridge, England",35928,7647,"['享受', '天气', '描述', '淋浴', '记住', '梦想', '梦魇', '风暴', '风力', '涡轮机', '达到', '叶片', '坚果', '固定', '犯罪', '辛迪加', '准确', '震惊', '垂涎', '披萨', '食谱', '套装', '成本', '曾经', '住', '良好', '酒吧', '靠近', '设有', '馅饼', '室', '威胁', '树木', '距离', '房子', '摔倒', '辉煌', '最好', '具有', '输入', '挂钩', '巨大', '线性', '做', '好']",,,,,,,,,,,
759,E2A1,,7,65,"['只能', '记住', '诫命', '死亡', '时', '离开', '剥夺', '邀请', '所有人', '兄弟', '鼻子', '想念', '希望', '看到', '世界', '愿', '真主', '怜悯']",,,,,,,,,,,
760,6013,,2,0,"['巨大', '粉丝', '梦想', '看到', '希望', '见到', '祝', '特']",,,,,,,,,,,
761,2aa1,,3,0,"['世界', '最大', '粉丝', '赢得', '银行', '钱', '蜜蜂', '冠军', '跟着', '最好', '新', '头衔']",,,,,,,,,,,
762,c993,,1,0,"['辣椒', '房子']",,,,,,,,,,,
763,5817,,19,1,"['高', '成本', '电视台', '资金', '差', '服务', '手机', '移动', '服务提供商', '修复', '可耻', '知道', '检查一下', '更新', '预期', '宽带', '不断', '变化', '尝试', '羞辱', '街', '关闭', '注意', '根本', '汽车', '访问', '请', '修理', '空调', '商店', '太', '热', '舒适', '购物', '棒', '已经', '告知', '特', '伟大', '工作']",,,,,,,,,,,
764,035A,,2,0,"['好', '输入', '测试']",,,,,,,,,,,
765,0094,長崎市,1119,489,"['担心', '海猫', '餐厅', '情况', '刚刚', '注册', '获得', '免费', '看到', '上帝', '牛', '吃', '失去', '被迫', '休息', '店店', '二楼', '店', '开心', '邻里', '制作', '做', '秘密', '说', '儿童', '电话', '咨询室', '最', '喜欢', '人', '告诉', '承认', '老师', '答案', '小', '女性', '好', '美味', '我会', '尝试', '蛋黄酱', '鱼类', '香肠', '暴露', '天空', '变得', '明亮', '龙舞', '丑陋', '可爱', '桌面', '平静', '只', '需', '即可', '享用', '收取', '浪费', '时间', '出现', '国家', '纸板', '游戏', '中心']",,,,,,,,,,,
766,725F,,441,2,"['睡眠', '仆人', '复活', '舌头', '频繁', '提到', '全能', '上帝', '问到', '名字', '看到', '移动', '嘴唇', '说', '关心', '视为', '读者', '喜欢', '阅读', '先知', '真主', '和平', '男子', '天堂', '举办', '学位', '事', '主', '父母', '睡觉', '倾听', '读', '熄灭', '巨大', '火力', '胸部', '心', '覆盖', '霜', '男人', '最难', '感觉', '打破', '风险', '爱', '时', '美女', '形式', '父亲', '我会', '不幸', '成为', '最', '重要', '划分', '作用']",,,,,,,,,,,
767,3223,Mejico,1221,449,"['刚刚', '完成', '好', '已经', '托']",,,,,,,,,,,
768,86ca,,1,0,"['天气', '好', '干']",,,,,,,,,,,
769,e3eA,,5,0,"['会议', '响应', '消息', '申请加入', '思考', '加入', '喜欢', '伴侣', '动物', '好好', '朋友', '想', '知道', '人', '母语', '人士', '英语', '发', '短文', '设计']",,,,,,,,,,,
770,a1cd,,1,0,"['低价', '石头', '稀有']",,,,,,,,,,,
771,A239,Classified.,2,0,['工作'],,,,,,,,,,,
772,EF90,,1,0,['修复'],,,,,,,,,,,
773,4708,,1,0,[],,,,,,,,,,,
774,a52e,,2,4,"['买不起', '应该']",,,,,,,,,,,
775,20A5,,2,0,"['刚刚', '达到', '点击', '链接', '加入', '小队', '玩', '全球', '战争']",,,,,,,,,,,
776,BC37,"Minneapolis, MN",158,6,"['穿过', '手指', '赢得', '来自', '广告', '喜欢', '找到', '拥有', '乐趣', '输入', '机会', '赢取', '冰茶', '赠品', '查看', '规则', '期待', '开关', '新', '太', '可爱']",,,,,,,,,,,
777,6A09,Singapore,2,0,"['科学', '中心', '推', '特而']",,,,,,,,,,,
778,D24C,,1371,303,"['想', '需要', '尝试', '糟糕', '老人', '着火', '最好', '认为', '节目', '提出', '执行官', '主题', '投资', '机会', '兴趣', '做', '移动', '方式']",,,,,,,,,,,
779,ba1b,,3,0,"['燃油', '补贴', '应该', '完成', '时间', '推导', '领导者', '无法', '占据', '票', '命运', '失业', '已', '成为', '国家', '疾病']",,,,,,,,,,,
780,1438,,1,0,['舀'],,,,,,,,,,,
781,8816,,2,0,"['很好', '新歌', '寻找', '县', '人']",,,,,,,,,,,
782,32c2,,25,0,"['获得', '免费', '推', '特', '粉丝', '靴子']",,,,,,,,,,,
783,bc4b,Seattle WA,173,11,"['攀登', '培训', '巨大', '筹款', '目标', '孤独', '沮丧', '疲惫', '难以', '保持', '专注', '动机', '感激', '周', '直到', '途径', '达到', '感谢', '捐赠', '人', '大雨', '天气', '一直', '糟糕', '选择', '接近', '避免', '沉重', '雪崩', '地区', '围绕', '荒野', '爬', '部分', '训练', '帖子', '休息', '新', '纪念', '记忆', '癌症', '爬上', '相当', '长', '繁忙', '减速', '可爱', '时刻', '家庭', '致电', '幼崽', '徒步旅行', '最', '潮湿', '完美', '日子', '说', '远离', '区域', '解决', '加权', '快速', '咖啡', '膝盖', '游泳', '高度', '更新', '方式', '支持', '认为', '最终', '税收', '扣除', '距离', '湖', '时间', '追踪', '听到', '听', '再次', '上涨', '电缆线', '针灸', '更快', '照灯', '慢跑', '小跑', '虎', '蝙蝠', '轰炸', '冲回', '年度']",,,,,,,,,,,
784,0722,,1,0,[],,,,,,,,,,,
785,cb55,"Tucson, AZ",1,0,['学习'],,,,,,,,,,,
786,058A,愛知県,59,0,"['看着', '戏剧', '版', '房间', '可爱', '重要', '人物', '竞赛', '秘书', '笑', '美妙', '遭遇', '认为', '转向', '故事', '儿童', '激素', '注射', '同步率', '读', '书', '农村', '新', '也许', '座位', '数量', '似乎', '很好', '需求', '商店', '驾驶', '交通堵塞', '洗衣', '螳螂', '听到', '年轻', '丈夫', '传递', '咖啡馆', '打开', '双手', '加油', '不合理', '溢出', '逃跑', '亲切', '空气', '说', '感觉', '好', '温度', '体温', '韧皮', '艰难', '问候', '对手', '吃', '打算', '午餐', '觉得', '上床睡觉', '时', '我会', '睡觉', '需要', '电视', '时间', '意思']",,,,,,,,,,,
787,ee68,,1,0,[],,,,,,,,,,,
788,ae98,,218,0,"['人', '跟着', '使用', '免费', '注册', '获得', '粉丝']",,,,,,,,,,,
789,c7c8,,63,0,"['淘汰', '交易', '锯', '希望', '蹦蹦跳跳', '信徒', '洞', '咬', '抵抗', '轴', '管理', '上帝', '拯救', '军队', '支持', '成为', '位于', '家族', '胜利', '拥有', '赶紧', '伊斯兰教', '家人', '羞辱', '名字', '获得', '来自', '压迫者', '狭窄', '精神', '峰会', '真主', '小牛', '敌人', '穆斯林', '兄弟', '情绪', '意味着', '平民', '统治', '访问', '情谊', '判决']",,,,,,,,,,,
790,8b20,,3,0,"['改变', '心爱', '死亡', '最', '突出', '兄弟', '丢失', '担心', '戴', '责任', '所有人', '思想', '时间']",,,,,,,,,,,
791,D7C5,,1,1,"['知道', '使用']",,,,,,,,,,,
792,2225,,17,0,"['男人', '驯养', '蚂蚁', '人', '喜欢', '箱子', '房子', '狩猎', '准备', '工作', '不想', '保持', '真实', '寻找', '爱人', '名字', '趋势', '主题', '苗条', '吹', '平等', '商业', '说', '变', '越来越', '好']",,,,,,,,,,,
793,6055,"san diego, ca",4,0,"['刚刚', '进入', '赢得', '详情', '葬礼', '邀请', '公众', '爱', '了解', '上帝', '帮助', '全国', '就业', '业务', '帮', '得到', '人们', '工作', '谈谈']",,,,,,,,,,,
794,3533,,2,0,"['有趣', '照片', '登录']",,,,,,,,,,,
795,D1a4,,1,0,"['恶劣', '天气']",,,,,,,,,,,
796,A17C,"Petrópolis, Brasil",200,3033,"['听', '真理', '早安', '总裁', '年度', '总收入', '较低', '等于', '项目', '完成', '遗忘', '忘记', '绝望', '少于', '收入', '企业', '主席', '账单', '不到', '公司', '需要', '帮助', '支付', '薪水', '总统', '小', '企业主', '紧急', '知道', '员工', '妇女', '家庭', '头', '看到', '政治家', '鬣狗', '采取', '民粹主义', '措施', '破坏', '经济', '辞职', '落入', '账户', '州长', '留下', '觉得', '很棒', '真正', '有效', '药物', '准备', '好', '使用', '打击', '电晕', '效率', '方面', '吸收', '对抗', '疟疾', '浪费', '拯救', '生命', '失败', '恭喜', '工作', '部长', '沮丧', '尺寸']",,,,,,,,,,,
797,5ba8,,1,0,"['阅读', '生活']",,,,,,,,,,,
798,5057,,4,645,"['打赌', '疫苗', '法国人', '享受', '餐厅', '咖啡馆', '博物馆']",,,,,,,,,,,
799,B137,,1,0,[],,,,,,,,,,,
800,5d62,,1,0,"['作成', '完']",,,,,,,,,,,
801,3c35,,979,19,"['创造', '时间', '离开', '狗吠', '收获', '洞穴', '爱', '我会', '再', '看看', '笑声', '反应', '怀旧', '伤害', '习惯', '想念', '喜欢', '人', '想', '了解', '微笑', '强迫', '想要']",,,,,,,,,,,
802,ff2b,Del Rio,797,37,"['黑色', '销售', '真相', '医院', '发布', '语句', '警告', '置于', '国家', '需要', '股票', '剪刀', '脚趾', '眼睛', '修剪', '羊毛', '运行', '捅', '人', '威胁', '不除', '刺戳', '有效', '夹布', '占据', '床', '有趣', '想', '妻子', '问', '担心', '视频', '肯定', '真的', '遗憾', '阅读', '了解', '讨论', '方式', '谈谈', '觉得', '更多', '学习', '爷爷', '幸存', '可悲', '心脏病', '发作', '死去', '更好', '车厢', '投票', '赢得', '奖']",,,,,,,,,,,
803,c7a1,Canada,24,4,"['粉丝', '赢得', '模块', '来自', '查看', '运动', '警告', '流媒体', '加入', '得到', '面包', '喜欢', '视频', '朋友', '玩', '火箭', '做', '新手', '火龙', '老板', '机制', '新', '球员', '竞技场', '毁灭性', '草案', '部分', '游戏', '毁灭', '讨厌', '被困', '知道', '正常', '行走', '好']",,,,,,,,,,,
804,1148,,5,0,"['认为', '更好', '输给', '意思', '粉丝', '想念']",,,,,,,,,,,
805,d99a,,1,0,"['醒来', '手套']",,,,,,,,,,,
806,23A8,,2,0,[],,,,,,,,,,,
807,D369,,1,0,['不好'],,,,,,,,,,,
808,4D18,"ÜT: -6.164094,106.634322",9,0,"['走进', '添加', '爵士', '得到', '测试']",,,,,,,,,,,
809,c2bd,,1,0,"['作成', '完']",,,,,,,,,,,
810,5720,,2,0,"['赚', '小时']",,,,,,,,,,,
811,9635,,1,1,['听'],,,,,,,,,,,
812,241D,surabaya,103,14,"['时间', '注意', '价值', '更新', '老师', '准备', '好', '祷告', '人']",,,,,,,,,,,
813,407B,,2,0,"['看看', '照片', '加']",,,,,,,,,,,
814,adad,,46,1,"['预测', '方式', '发明', '机会', '敲门', '建造', '太', '人', '担心', '生存', '成功', '喜欢', '做', '勇气', '咆哮', '结束', '小', '声音', '说', '普通', '非凡', '差异', '相信', '充当', '失败', '希望', '看到', '变化', '生命', '成', '比例', '缩小', '扩展']",,,,,,,,,,,
815,22ae,uae,1,0,"['免费', '获得', '新', '背景', '查看']",,,,,,,,,,,
816,3605,,8,0,"['做到', '意义', '说', '狗', '照片', '认识', '异端', '赐予', '历史', '家园', '发现', '犹太人', '作者', '雕塑', '反', '犹太主义', '电车', '遗憾', '越来越', '相信', '资源', '真正', '滚动', '新闻', '认为', '不好', '提出', '方式', '人', '死亡', '推', '特', '使用']",,,,,,,,,,,
817,ebb5,Toronto,251,235,"['挖出', '咆哮', '狂热', '媒体', '团队', '灰色', '刚刚', '转', '花生酱', '果酱', '三明治', '成年人', '外壳', '切断', '推文', '应该', '得到', '请', '集团', '挑战', '支持', '勇敢', '认为', '警察', '看看', '中心', '射击', '联系', '谈论', '自然', '民主', '沉默', '丈夫', '做菜', '抱', '害怕']",,,,,,,,,,,
818,ED99,,50,0,"['缺少', '塞', '带有', '盾牌', '分析', '游戏', '计算', '带来', '时', '铂', '称', '注意力', '结束', '说', '死亡', '笔记', '看看', '赢', '生活']",,,,,,,,,,,
819,eb55,,1,0,[],,,,,,,,,,,
820,FCE6,,1,0,"['已经', '准备', '好', '加入', '说']",,,,,,,,,,,
821,d5a7,mexico,3036,889,"['幸福', '电影', '生活', '妈妈', '年龄', '队', '看到', '告知', '思想', '力量', '事件', '约会', '找到']",,,,,,,,,,,
822,1534,,1,0,['闲逛'],,,,,,,,,,,
823,e5e1,,1,0,['好'],,,,,,,,,,,
824,3B14,,1,0,['到达'],,,,,,,,,,,
825,86A5,,2,0,"['见到', '粉丝', '支持', '请', '尽力', '伟大', '小心', '热风']",,,,,,,,,,,
826,f955,,3,0,"['性感', '杏子', '吻', '漂亮', '湿贝']",,,,,,,,,,,
827,7ad0,,1,0,[],,,,,,,,,,,
828,27df,,1,0,"['爱', '情感', '唱出']",,,,,,,,,,,
829,26BF,,72,134,"['国际', '边缘']",,,,,,,,,,,
830,f321,,2,0,"['很热', '爱情']",,,,,,,,,,,
831,1511,"Penfield, NY",4245,1552,"['手指', '团队', '距离', '小时', '加入', '见到', '取得', '巨大', '成功', '发言者', '演示', '很棒', '经历', '知道', '学生', '宣传', '感兴趣', '进行', '演绎', '炫耀', '机器人', '社区', '蒸汽', '充满热情', '地方', '真是', '获得', '旅客', '奖品', '了解', '立法', '过程', '好', '方法', '兴趣', '请', '务必', '转', '地址', '推出', '拥有', '厅', '大会', '成员', '队年', '队', '讲述', '促进', '茎干', '女孩', '徽章', '教学', '尼队', '有趣', '活动', '商店', '展示', '做', '可爱', '工艺', '网络', '研讨会', '听到', '即可', '倡导', '茎', '会议', '希望', '看到', '图书馆', '孩子', '能够', '工程', '旅程', '读', '制作', '互动', '乐趣', '音乐', '圆形', '剧场']",,,,,,,,,,,
832,D089,,3,8,"['数字化', '知道', '责任', '披露', '研究', '人员']",,,,,,,,,,,
833,4027,,7,0,"['期待', '听到', '公平', '唱歌', '展览会', '销售', '房屋', '爱', '业务', '无聊', '等待', '房子', '关闭', '银行', '延迟', '准备', '上床睡觉', '度过', '美好', '订购', '过滤器', '知道', '是否', '真实', '集团', '致电', '掩盖', '生病', '人']",,,,,,,,,,,
834,986B,,1,0,['结束'],,,,,,,,,,,
835,6ede,,35,0,"['晚安', '人', '画画', '制作', '动漫', '动画', '难以', '做到', '挫败', '感请', '继续', '成为', '芭蕾舞', '网球', '喜欢', '来到', '旅行者', '邻近', '孩子', '欺骗', '天空', '飞越', '已经', '晚餐', '酱油', '思考', '好', '照片', '个人电脑', '讨厌', '诡计', '奴隶', '动作', '连接', '头部']",,,,,,,,,,,
836,EA4A,,2,0,"['国家', '展示', '电力', '夹子', '货币', '轴承']",,,,,,,,,,,
837,59Da,,1,0,"['累', '需要', '度假']",,,,,,,,,,,
838,5f4a,,13,0,"['嘴唇', '逃跑']",,,,,,,,,,,
839,f536,,1,10,"['感谢上帝', '生活', '机会', '想要', '人', '工作']",,,,,,,,,,,
840,c993,,1,0,"['辣椒', '房子']",,,,,,,,,,,
841,C202,,1,0,[],,,,,,,,,,,
842,5cac,,1,0,"['作成', '完']",,,,,,,,,,,
843,8645,"Bucharest, Romania",16,0,"['赢得', '完整', '游戏', '齿轮', '奖品', '包', '进入', '输入', '赢取', '留下', '停止', '揭示', '投票', '卡', '选择', '赠送', '魔兽', '世界', '掠夺者', '签名', '海报', '山从', '寻找', '坦克', '套餐', '周年纪念', '视频', '现场', '衬衫', '奖', '顶级', '技术', '帮助', '自行车', '带到', '胜利']",,,,,,,,,,,
844,b655,,25,0,"['发现', '秀续', '场景', '已经', '成熟', '女演员', '续', '介意', '失望', '的续', '最', '伟大', '烈士', '最好', '朋友', '粉丝', '表演', '说', '剧烈', '罢工', '骄傲', '女孩', '感到', '获得', '看到', '来自', '电影', '线', '推文', '住', '副本']",,,,,,,,,,,
845,CC12,,19,2,"['减肥', '最快', '方法', '发现', '伟大', '免费', '应用程序', '提供', '礼品', '卡', '奖励']",,,,,,,,,,,
846,A205,,1,0,[],,,,,,,,,,,
847,09de,,1,0,[],,,,,,,,,,,
848,3190,"Hotaka Mountains, Japan Alps",2678,758,"['按计划', '完成', '精彩', '雪', '共同', '主演', '很棒', '约', '看到', '印象', '深刻', '事情', '电晕', '天气', '地震', '能够', '贯穿', '使用', '再次', '见到', '日子', '客户', '已', '留下来', '留下', '商店', '销售', '工作人员', '休息', '照片', '温度', '风', '冷', '措施', '已经', '关闭', '住宿', '最终', '满足', '好', '爬', '痕迹', '下雪', '埋到', '大腿', '地方', '难以', '走路', '条件', '舒服', '最低温度', '最高', '直升机', '走', '行李', '拿下', '时', '屋顶', '持续', '雪地', '雪崩', '标记', '继续', '阴性', '吹', '风暴', '泡沫', '水库', '超过', '欢迎', '强壮', '寒冷', '计划', '攀登', '人', '足够', '设备', '必需', '状况', '地点', '变化', '想', '跌落', '下降', '预测', '小时', '变成', '日落', '海', '海域', '岛屿', '漂浮', '汇', '地区']",,,,,,,,,,,
849,58ba,,11,0,"['典型', '歌词']",,,,,,,,,,,
