username,location,postcount,likes,post
4D18,"ÜT: -6.164094,106.634322",9,0,"['@My 17Muisphe Muhu Hai !!*', '怎么走进Doang ??添加“爵士”董迪普！@drmuhlispoge *', '我也可以得到我...... Hehehhehe @ drmuhlispoge *', 'Bulletna Ini？@drammamlispe *', '测试是测试是*', 'Jajang Kmana Jang ?? RT @M_Zaeni：测试*', '什么？rt @mule_spege：uda右...什么？rt @m_zaeni：test **', '测试', '.....']"
13b3,São Paulo/ Minas Gerais,36,0,"['嗨，伙计们，我只是打了你一个大bj。', '@bernardoofalcone oie td嘛？我真的很喜欢你在小说中的角色，祝贺。', '@yoursmilepelo oie td bm？我去了17日在MG的节目中，我喜欢它，我只是喜欢它，因为你没有机会见面！', '@bernardofalcone你好，请帮我了解叛乱分子请成为我的梦想，并完成给你一个英国人！拥抱', '@lua_blanco moon，帮助我了解叛乱分子\n请Bjos.', '@sofiazmf帮助我了解演员亚瑟奖励。Bjokas.', '@Agiarthur你有orkut？', '@micaelborges_ micael，你很可爱！我意识到我梦想着了解着名的叛乱区', '@Sophiaabrahao美丽帮助我个人认识你，这是我最大的梦想。BJOS.', '@rebelde_oficial意识到我的梦想亲自了解着名的叛乱区', '那你为什么来自叛逆的小说不跟我说话，不回答我？@arthuraguiar @sophiaabrahao @carladiaz.']"
f849,VENEZUELA,21986,4542,"['跟着8次推动（谢谢！）和10拒绝（再见！）我在过去一周。谢谢 *。', '你每周有多少粉丝？为我提供10个令人敬畏的新粉丝！生长*', '接着是12次推动（谢谢！）和14在过去的一周里脱掉（再见！）我。谢谢 *。', '过去一周上涨了5名新粉丝。我正在以正确的方式越来越多，是吗？用*做*', '在过去的一周里获得了3个新粉丝。我正在以正确的方式越来越多，是吗？用*做*', '想知道如何在推特上成长吗？我在过去一周里获得了3个粉丝。这是应用程序：*', '忘记UneClealers，我相信成长。上周6个新粉丝！通过*统计', '过去一周的数量嘎嘎作响 -  8名新粉丝和5个不接替。通过*统计', '在过去的一周里获得了3个新粉丝。我正在以正确的方式越来越多，是吗？用*做*', '9个新的UneCleashers和3名新粉丝（你好！你好！）在上周。通过 *', '4个每周追随者。7个移位。Crowdfire不会错过诡计 - 通过*']"
0971,,2,0,"['不是你的......这是我的......LOL', '像巧合一样，']"
5817,,19,1,"['@telstra不再了。由于高成本，从电视台的资金和差的服务，我刚将我的手机移动到另一个服务提供商。', '@Telstra第13天仍然没有修复。可耻。', '@telstra我知道。我每天检查一下。每2天都会更新，以便在2天内修复预期。今天是第8天。', '@telstra 2122.', '@Telstra宽带一周，现在不断变化预期的修复日期。Telstra你甚至正在尝试。。。', '@cityofryde羞辱你。死胡同街完全关闭，注意到很少。根本没有汽车访问。可耻。', '请修理空调。有些商店太热了，不能舒适地购物。#macquariecentre', '@Telstra这是一家非常棒的服务！我已经打了多次，每次都会被告知它将在1-2天内修复。我不再打电话了。', '@Telstra太棒了！', '@telstra 2122.', '@Telstra第22天，仍然没有宽带或福克特。伟大的工作Telstra。']"
bbfe,,63,1,"['推出蓝色地毯！', '山羊', '#goodwine.', '谁让狗出来？WHO？WHO？', 'yummmm。龙虾馄饨和霞多丽。', '音乐人是一个很棒的电影！', '嘿，我回来了！这是一个有趣的#hiatus', '我在桌子上看橙色，但我们知道我会给午餐吃点东西。', '我的天啊！我只是有最美味的蓝莓烤饼。', '我喜欢小猫。', '我刚拿了一个巨大的转储。因为你在推特上关注我，你现在知道它。恭喜!!!']"
14fe,関東,30,0,"['超级午餐，冷冻炒饭', '让我们写它，因为我记得\n我能够附上VTR250交付，比基尼罩和载体，报警。\n之后，我们将尝试落后于内心的挡泥板。\n我也想要等等，但它与四个轮子相比......因为需求有问题\n这将是这样的。', '毕竟，由于今天的3次访问，orz', '雨，停止......令人作呕的天气......', '哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇', '店里的风暴风暴，我的时间。这是八月的最后一个星期天，所以每个人都会出去。', '投票今天早上，今天也很好。', '我在业余时间太热了......', '我想知道美白，因为我不是大麦茶。罐头果汁很好，但无论如何，垃圾是裤子。所以小麦茶。', '没有人', '修理......我收到了一个订单项目，所以我可以买一件头盔如果我收到订单项目，我可以买一头头盔，我昨晚买了它498日元我在超市买了它。']"
827b,,3,0,"['照片', '@EverythingLibra.']"
c63d,Wasaga  Beach,1,4,['@Tommedian.']
2d4d,,1,0,['在我的iPhone上玩原创歹徒！点击链接加入我的gang * gz #iphone #ipod #ipad＃']
cb29,Tokyo Japan,13286,69,"['RT @ akunogundan：\n新成员明天加入！然而，在加入的第二天“这个家伙，比如敌人的组织间谍？”浮动！为什么？\n\n“此磁带会从下一个房间自动消失\n\n#Achinugun.', 'RT @ Akunogundan：第四个“Nico !! Awko Nico！”本周很高兴的职称在这里！\n新成员明天加入！然而，在加入的第二天“这个家伙，比如敌人的组织间谍？”浮动！为什么？\n\n我背上有一个夹子，虽然我是一个外星人\n\n#Achinugun.', 'RT @ Akunogundan：第四个“Nico !! Awko Nico！”本周很高兴的职称在这里！\n新成员明天加入！然而，在加入的第二天“这个家伙，比如敌人的组织间谍？”浮动！为什么？\n伪装的特殊化妆已被剥离\n#Achinugun.', '@Reikoda好的', '@ reikoda-w', '测试\n*', 'Radio Osaka FM91.9 MHz开放文化节2016 * #Anime #Anime @nimehacom', '因为我担心夜岁大表演的中间〜*＃动画#anime @animehacom', '在这样的地方有一个活动。。。节日〜阳光团队〜“多功能霍尔赛事”*＃动画#Anime @Animehacom', 'Melocure by Okazaki Ritsuko＆Hiragata Megumi是第13岁的形成，举行第一个人住在涩谷* #Anime #Animehacom', '“活牛奶福尔摩斯秋季伟大的运动会”展示15首歌曲混合在中继格式* #Anime #Anime @Animehacom']"
C602,,11,1,"['什么是namul的黑色？＃hw813', '#HW 813大都市高速No.9第9轮照明* FJ', '这是一个不安，因为它仍然是一个下雨天，所以我急于〜我从千叶中有点困扰＃fbm2010jp', '汽车怎么样？当它在晚上停止〜从千叶#fbm停止', '汽车怎么样？当它在晚上停止〜从千叶停下来\n#fbm2010', '汽车怎么样？夜晚，〜从我猜我应该去一次停止千叶＃fbm2010', '我正在观看Jwavech1在@ustream上的直播！来吧加我*', 'Twitter现在首次亮相＃HW813', '＃ 超']"
442A,,10,0,"['有史以来最美好的一周！迄今为止迄今为止做了330.41美元:)））看起来和gt;＆gt;*', '最好的一周！赚了390.82美元，刚刚在过去一周进行调查=）看起来＆gt;＆gt;*', '最好的一周！赚了272.57美元，迄今为止迄今为止正在调查=））看起来和gt;＆gt;*', '我最好的一周！我赚了322.99美元，这一周进行调查到目前为止=））看起来＆gt;＆gt;*', '我最喜欢的一周！赚了284.51美元只是在过去一周做调查:)））看起来＆gt;＆gt;*', '是wiz khalifa死了', '生活并不公平，因为我们没有得到我们的愿望和梦想。', '@sarkodie。我去过更多的视频下载', '@cristiano r.madrid:1  -  0：Hotspur', 'Hapi Vals AEA到Twitter上的每个人']"
1418,,3,0,"['@ bellaluv8你怎么样？', '@ bellaluv8哟冰球:-)', '只是在家里寒冷']"
d337,"ÜT: -7.280384,112.783219",202,2,"['所以它不能忍受建立它*', '刚刚发了一张照片 *', '我在#path上与朋友分享了1,268个回忆 - 现在看到它们*！#thepersonalnetwork *', '我在#path上与朋友分享了1,268个回忆 - 现在看到它们*！#thepersonalnetwork *', 'Jam Sinii Masi Joget2 [Vid]  -  *', '😱[pic]  -  *', 'ngemil night [pic]  -  *', '刚刚发了一张照片 - *', '刚刚发了一张照片 - *', '刚刚发了一张照片 - *', '刚刚发了一张照片 - *']"
6817,,62,0,"['@kodakcb是的，我也是！不幸的是，电影已经死了！该死的耻辱！如果你应该看到他，请告诉乔治“你好”。幽灵般的！6817.', '@＃Astrapilot是的，吧，拜托！我的德国很穷！堕落并谢谢。再次。6817.', '所以，沃尔特曲轴箱终于死了！他独自抢夺越南胜利下巴的失败！祝福，沃尔特！6817.', '作为一个古老的，自我教导的业余演员：我是独自一人的表现不佳或糟糕。6817.', '宇宙不仅不公平！宇宙也不关心！6817.', '我最喜欢的死亡哲学家是舍纳霍尔。“我将整个事情视为学习经历和一个可怕的错误。”6817.', '考虑到这种情况，所有人都可以做，或者甚至应该尝试。6817.', '@ wsj.com / peggynoonan我们拥有最好的！他刚刚去世了。他拿到了我们越南和墙！这不是最好的。这是不是错！6817.', '@ nytimes / judithwarner我想到朱迪思华纳是坚果，因为她写的女人在商场留下了她的孩子。6917.', '世界上每个人都疯了！这只是一个重要的问题和多少。6817.', '@brentspiner在镜子里没有什么，呃。就像我怀疑一样！先生，你是自我拒绝的吸血鬼。健康长寿·繁荣昌盛！6817.']"
ADFC,Atlanta,5,0,"['@lasfc哇她看起来很棒。有人知道她什么时候到期？', 'Izi Castro Marques向Spain的所有亚特兰大梦幻粉丝喊出 -  * mfanclub.com /', '亚特兰大梦宣布他们的2009赛季时间表 -  * mfanclub.com /', 'Chamique HoldsClaw已返回WNBA并由亚特兰大 -  * mfanclub.com /', '喔喔！亚特兰大梦幻扇俱乐部在推特上:)']"
2491,,10,0,"['没有笑声的一天是浪费生命.......', '什么是爱............？', '关系的最薄弱部分来了，当一个人必须解释证明信任时.....', '@vidhii hiiiiiiiiiiiiii vidhi hw r u ..................', '爱就像真相一样，有时它的占上风，有时它会伤害;}：}', '最好的部分醒来，是实现这不是工作日！', '@domanied hiiiiiiiiiiiiiiiiii亲爱的', 'hiiiiiiiii fderssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss', 'hiiiiiiiiiiiiii', '@vidhii hiiiiiiiiiiiiiii']"
06Cd,,9,571,"['@Chives来了!!!!!!!!', '@ kludio2你好，早上好', '@Rastroscentre是什么好小说......我喜欢它!!!!', '终于到家了\n首先是文章', '终于来了一天!!!!!!!', ""@chives在普韦布拉之前的星期天播放\n谁支持？我来自普埃布拉\n\n'"", '终于星期一。']"
b882,izmirrrr,2,0,"['生活仍在继续 ：）', '这个推特是什么好事:)']"
a0a1,,117,22,"['#lovethem #onedirection＆lt; 3 *', '#yup #sotrue #niallhoran从一开始就爱他！:) *', '＃跟着我 ：）', 'omg是chuck norris合法71 ???? !! ?? !!', '来自法国辫子的头发:) :) :) :) *', 'meeee！:) *', 'Instagrammm（：跟随我?? Htucker13。（：*', '#me和朋友昨天*', '数学夏季学校几周：/', '哈哈哈哈Aweeeeee *', '*']"
2AD7,New Jersey,3554,1822,"['@ flynnsanity_5哇如此原始的老兄', '@ flynnsanity_5 SP深度现在，没有更多Chris Flexen或Corey Oswalt开始哈哈', '@ schrier99 @ flynnsanity_5 @vamosyankees是的，一旦2012年的工资单位成为公众，他们就应该被射入阳光。', '@ flynnsanity_5 @vamosyankees @ schrier99必须忍受这是一段时间的差异*', '@ flynnsanity_5 @vamosyankees @ schrier99 2除了我们的嫉妒之外，除了我们的嫉妒之外，这可能是真的。', '请不要说sike *', '@Schrier99这让我感觉到......事情*', '@eyezeezeeoh @mlb @max_scherzer @ juansoto25_ @claytonkersh22 @miketrout @jdegrom19 @jdegrom19 @jdegrom19 @jdggers @mets @campingworld“给我们的战斗你想看看”我们已经看到它，是网络在星期一播放他们的intrasquad', '@eyezeezeeoh @mlb @max_scherzer @ juansoto25_ @claytonkersh22 @miketrout @jdegrom19 @jdegrom19 @nationals @dodgers @mets @campingworld导致在去年的季后赛中发生在季后赛中', '@Joetrahan不交易必须有两个缔约方感兴趣？为什么喷气机会在第17次挑选中交易联盟的最佳安全性，你们牛仔迷让我生病了', '2020年前已经真正糟糕但到目前为止，我学会了如何吹口哨，并且如果我确实这样说，就会变得非常竞争。']"
eb33,"Pearland, TX",1306,2257,"['@tnba_hou @dawsonhoops @buldogbasketbal great home letourneau *', '整个团队的伟大比赛。@buldogbasketbal @tnba_hou @dawsonhoops *', '@ coachwallace30听起来很棒！下周末见!!@Letumbb.', '@chipfranklin100', '@ coachwallace30 @dreweberhardt让我呕吐了一下我的嘴巴..好一个教练*', '@joshmandelohio @jemelehill @marclamonthill @keitholbermann你在证明你的无知。', '@ _plt3你在哪里工作？', '@gopleader你是一个耻辱', '@jim_jordan你是一个尴尬', '@gregabbott_tx为什么？一开始，你有这么多的潜力，但现在......不要印象深刻', '@msnbc总浪费参议院座位']"
8e91,,1,0,['@beppe_grillo＃sumpel重新打开充满希望']
6335,اعماق الانترنت,44,49,"['当然的另一个知识', 'Leach Shlo Story Twitter !!!', '上帝给出了在线的日子', '一毕业，胡安神话，塔拉特诚意', '我在舒你兴奋的一天毕业了吗？', '@ uyux40问题男士的工具吸引了它们', '阿巴在Quto高于30以上的精神中住在一所房子里', '@ K1Zag Qut.', '@kwtil并做他们的名气？', '@ abdl1aههههههههههههههههههههههههههههلاصل用户名记住我？', '谢谢你的最新谢谢']"
5cc5,South Korea,21,0,"['[韩国Twitter会议]“你知道免费电话和免费电话之间的区别吗？”我加入了会议。*', '[韩国Twitter会议]“我的生活加入了Yuto Pia的会议”。*', '[韩国Twitter会议]我加入了“让我们做出esline”会议。*', '[韩国推特会议]我们加入了“支持服务”会议。*', '[韩国推特会议]我加入了“国家福利殡葬服务”会议。*', '[韩国推特会议]“怎么样？我加入了互联网”会议。*', '[韩国Twitter会议]“为什么Ma Moh？”我加入了会议。*', '＃10到10天，我将是10公里，10公里，10公里，*', '＃10公里距离10公里_你也＃抱歉_我很抱歉_ _我们全部＃抱歉_ * *', '＃我们都有10公斤10公斤，我们都......', '＃我想加入我的肉体的小插图。*']"
CCAC,"Pittsburgh, PA",18780,9885,"['CCAC于12月11日星期六在11月11日星期六举行Allgheny Campus的独立公开院！\n\n要了解更多信息，请访问*\n\n#ccacexperience #ccacopenhouse #inperson #collegetour #collegevisit *', 'Holiday Spirit在CCAC的西山中心全面展开！查看我们才华横溢的学生创造的这些惊人的装饰品。\n\n这些定制雪花是我们的#mechatronics学生和amp打印的3D;挂在这款特殊树上，我们的#welding学生焊接在一起！*', '@UHNONONOTNOW感谢您和节日快乐！🐾', '在假期休息之前注册春季学期*！\n\n#ccacspring22 #springsemester #enrollnow #registration *', 'Allgheny County社区学院的节日快乐！\n\n*', '去的方式，泰勒！查看泰勒的采访👇#ccacproud #ccacart *', '今天做一些伟大的东西，野猫。#mondaymotivation *', '你有没有参加过2022年学期的春天？立即注册*！\n\n#flashbackfriday #fbf #ccacexperience #enrollnow＃spring22 #springsemester #registration #history *', 'The Drive-Thru善良之旅正在下午4-7点发生！点击此处了解详情：*\n\n#mentalhealth #revivalchili #drivethru #kindness #unpacku #ccacproud', '遇见Bozena Bednarz，CCAC化学教授！\n\n您是否知道Bednarz教授在加拿大在研究生院唱了一个波兰民间合唱团？要了解更多信息，请访问*。\n\n#ccacfaculty #meetthefaculty #funfact #ccacprofessor *', 'CCAC的彩虹联盟在本周五（12/3）举办了一个驱动器，通过善良巡回赛！\n\n从#CCACSOUTH驱动器的4-7下午，免费食用食品，善良的包包和现场音乐，所有来自您自己的汽车的舒适！\n\n#revivalchili #mentalhealth #livemusic #drivethru #kindnesstour #concert *']"
5e30,,411,0,"['照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *', '照片： *']"
21CF,,2542,762,"['迪士尼和21世纪福克斯宣布每股价值与710亿美元收购：*', '21世纪福克斯宣布完成与迪士尼收购有关的分销：*', '迪士尼和21世纪福克斯宣布预期的收购表格的截止日期和选举截止日期：*', ""本周的21cf新闻Recap：#theorville漫画系列，#themaskedsinger评级，Hotstar再次兑换'办公室'等等\n\n* *"", '本周的21cf新闻Recap：#Ordars，#themaskedsinger结束第1季与高张纸币，＃90210onfox等\n\n* *', '21CF聊天：David Neal在2019年FIFA女子世界杯的距离是100天的意义\n\n* *', '一起制作音乐：21CF与突出组织的合作伙伴，专注于包含电影作曲家\n\n* *', '21CF赢得行业领先的7 #AcademyAwards：* *', '国家地理以2019年为快速公司的全球最具创新公司的年度名单：* *', '@natgeo Instagram帐户历史记录中的里程碑：* *', '本周的21CF新闻RECAP：国家地理获得1亿instagram粉丝，#Daytona500看到评分凹凸，#themaskedsinger继续统治\n\n* *']"
6E66,bcn,1,0,['最后是星期五...... yupiii ......']
2ac9,,140,2,"['抱歉', '*', '在获得之前参与了谁', '@up_to_yu？', '我还改变了这个密码我忘记了@ m_rn3', '@frindiy_', '没关系', '@frindiy_？', '我不知道密码', '我们回去吧', '捕获 *']"
949B,Houston Tx.,1,0,['嘿嘿，我刚刚在家里工作了420美元！*']
ce19,,1,0,['寒冷']
0ac0,"Dallas, TX",1,0,['购物！']
8106,Mexico City,15679,2740,"[""ECO：8106 / Sicario音乐，Mousiké，全球区和疼痛在于4月26日在BlackBerry Auditorium♥提供法国感觉L'Imperatrice\n\n门票已经通过TicketMaster出售：* *"", 'ECO：8106 / Sicario音乐，全球区和尾部出席2月2日在Galera（Carmona博士和瓦尔147 |医生）。\n\n门票已经通过Bulletia出售：\n* *', 'Novo Amor（@iamnovoamor）将于3月13日在Bud Light论坛（Versailles 64，Col.Juárez）首次访问CDMX\n\n门票已经通过公告销售：* *', '🛑@sofitukker音乐会的门票下周五在@el_plaza_耗尽🛑*', '作为其招聘的迪斯科工人级女性的促销之旅的一部分，Marie Davidson将于4月6日访问墨西哥，在节日举行节日@ceremoniagnop\n销售票：\n* *', '售价的最后一张门票！\n ▶*\n\n📀我们在下周五在@el_plaza_谁看到了谁？📀*', 'ECO：8106 / Sicario音乐很高兴在3月13日在3月13日在芽光论坛（Versailles 64，Col.Juarez）的墨西哥中墨西哥的第一个音乐会。\n\n门票已经通过公告销售：* *', '1月25日，Sofi Tukker返回到CDMX出现在@el_Plaza_中。\n\n通过TicketMaster出售的门票：*和阻止售票处。*', '晚上在黑色见到你！\n\n🎟黑莓礼堂的票房和铁路办公室的门票：* *', '这些是明天黑色的时间表。\n\n仍有售票员和黑莓礼堂储物柜出售的门票。\n\n门票在这里：* *', '⚠对于黑票而言，将在3x2⚠\n\nMatíasAguayo/ Jennifer Cardini / Barn\n\n12月31日 - 黑莓礼堂\n\n门票在这里：* *']"
c4a7,,20,7,"['@nsandi无法通过，在过去几周内尝试过7场，30分钟后扣掉我。真的需要得到我的帐户排序，它不会让我做我想要的在线', '@grimmers今天早上惊人的尼克斯！', '@ Keeleyanderson2 @katiedonovank他们看起来很酷！我试图给他一个贫民窟的闪光灯，但不能让他结束电话！', '@lidluk每葡萄2-4种子肯定不是无籽。浪费金钱和时间，而不是好的lidl。*', '@thurrockgs嗨，节目持续多久？谢谢', '@thepeakyblinder @bbcshop我确实和我痴迷了！等不及3系列！', '@Thesunnewspaper母乳喂养与排尿不相当。它与你坐在桌子吃的比较，对你好=宝贝', '@Yola您的电子邮件支持无法正常工作，请修复，需要发送查询', '@thedReamboys享受展会，但Lotan在哪里？!!!', '@lakeside_extra嗨，你的药房是今年提供流感疫吗？是那么花多少钱？谢谢', '@bizaraupminster嗨，你今天的开放时间是什么+明天']"
7258,"서울특별시, 한국",138,0,"['Taverelel Box Change（Pack Wine）★ -  Joakz *', '第一个推文到移动网络。推文测试。', '在班上。\n实际“go !!”请测试它。', '我真的很长一段时间写了。\n我没有得到它，因为我看到Facebook更多使用。\n今天的电子出版研讨会将参加\n我对epub很感兴趣。', '英特尔和PC实时获胜事件 - 挑战测验并挑战前瞻性奖项〜!![奖励到日期：5953] * TJ3O', '在幸福的面条烹饪！我来吃饭了。融合正式课程没关系。', '最后一篇文章，但......\n为什么lg失败了？', 'addthis  - ＃1书签和共享服务* @addthis', 'AAA电池100小时...索尼韩国噪音取消耳机主题* A @betanews_kr', '@ justinpark86我以前跟着它。我认为这是机械的，但不是很容易吗？我不认为我不想做任何人。', 'PJ（风化）环保乙烯基印刷机MVP1100开放式房屋\n* tp：//twitpic.com/3sxtx7 * txe']"
4164,,1,0,['nahuel。']
715D,,4,0,"['困（@_@）', ""我曾经努力工作，直到昨天大约2点（'艸`）"", '它太饥饿了，对不起（@ _ @）', '新注册（^ _ ^）不再（^ ^）v']"
00Ea,Rize - Cbü,2180,316,"['美元vs tl #dolartl *', '@bysweak @retrobetteyiz @sansursuzprof strepstjams没有问题继续♥', '@cagriiiy我想我用pejo xd这样做了', '@immgeee冬天的rizelis假期。见波特兰大酒店', '@azaklufuk他洛杉矶是什么意思？', '@tuhafamagemercek mimimimimimimah shadeuuwww😂😂@ bysweak', '@iremmavar tivit搜索消防部门😂', '@iremmavar ya你在生活中看到了Gulbahcei Bi Haydeee', '@irmavar是谁', '@immgeee来到我的aklima sapu', '@ kilesm作为枪口直到支票']"
c388,,14,3,"['你在哪里做？', '测试']"
4d5d,,1,0,['从@borisfx下载免费的Boris连续闪光灯单元插件：* $ 99值！for #ae，#fcp，#sonyvegas和更多。']
b076,Canada,1,0,['嘿大家，我今天刚刚从家里工作了几个小时！*']
F1b0,Sevilla,15588,97,"['*', '@manusuarzsanz设备Cogio用别针伤害，并且具有不雅的前面，我们想要竞争的东西。而且我不仅仅是前领导者，而且攻击一般。', '@ Brucebatman007你知道Joe Black，超越了梦想和杜鲁门秀。', '@ Brucebatman007 Terminator 2.沉默的羔羊和钩子，非常非常接近。', '@布鲁斯巴坦007侏罗纪公园，圣诞节前的噩梦和辛德勒的名单', '@ Brucebatman007 1917，但毫无疑问。', '@ Brucebatman007但是是什么？玩具故事，热量，jumanji，玻璃丛林，七，野兽的日子，日出前，布鲁夫斯特......他们对我有很多意义。只有3 ...：七，玩具故事和Braveheart。有了这个，我不想说你认为他们更好，但他们伤害了我。', '@ Brucebatman007 7.', '@beicismsur最不糟糕的是，至少它有一半。', '@beicismsur有mir的peleandose *', '面具到悲剧。']"
Daa2,,4,0,"['整个城镇今天发疯了。', '急需咖啡', '坐在巴黎法国的公园里。', '美国']"
0822,Toronto Canada,8,0,"['早上好，我现在回到推特上', '@ 0822不记得如何管理这个推特事物。我不是一个twit，但我觉得这件事是蠢货。', '忘了我已经注册了推特。哈哈！', '凯特的第一张肖像被推特艺术批评者 - 你的社区*\n她看起来太旧了太大了。', '这里非常下雨天，但非常温和。', '希望在夏天的第一天，我们将享受温暖的天气。', '文笔比刀剑更有力。', '阅读关于伊朗的事情']"
deb0,"Orange County, CA",1060,1059,"['@jordanhexem💯💯💯', '@erubes1 @superrare是最好的', '周三睡得🌴🌴*', '@whaleshark_pro如此真实', '@reuben_wu喜欢这种反思', '@whaleshark_pro💯💯💯💯💯', '@dannydemarcos我准备好了。', '@merrwatson这个地方看起来很神奇♥', '@braydencreation *', 'GN。享受轻松的夜晚\n#nftphotograph #nftphotographapher *', '@Tommy_Wilson_ Yizzir.']"
984F,,77,0,"['黑鬼为诚实而拍摄*', '你见过这个视频吗？*', '每个人死了保罗沃克和布莱恩格里芬', '＃免费Instagram下载器岩石！*通过@iwesoft.', '挂着我的cuz和我的sis', '像我这样的 *', 'Lil Wayne留在卡车上', '跟着我和我追随回来', '明天出来不能等待我在我的头脑中获得了新的eminem歌*', '跟着我，我将追随100％', '怎么了推特']"
563e,"الرياض, المملكة العربية السعودية",81,544,"['@ 9091AZ yalbeh.', '@gkvrr呃，如果你在利雅得', '@cwotre来了', '我们坦率地厌倦了骗子', '谁是Azizia或房子', '@ sxcsgn555来特别', '@ 7_FEFO来特别', 'al-azizia在利雅得', '@ tduqrg0hlf7rk0j来特别', '@Alai47254184来了特别的', '@ salem06654152是可能的']"
2628,,1,0,['寻找汽车新闻']
fe90,Italy,1,0,['听音乐，讨厌自己思考我的学习']
97Db,,12,1,"['。 - 这不喜欢它啊', '你有爱的关键*', '@挤压', '。 - 甜铁没有思考......：_', '.-在家里看着姐妹们的战斗：3哈哈', '。', '我很无聊：c *', '与龙骨里的男孩们', 'Guachas我找到了他们，我跟着他们哈哈：p @ chiqi02 @nileveescudero', 'hoooooola我是新的＆amp;我不知道如何使用，但你跟着我挥手：D', '@jereabril你吃它']"
4b01,,4,5,"['＃最好击中一组##最佳击中一套！如果您选择从底部的底部举办的乐趣，则特殊视频将于从@besthitskayosai播出的＃最佳打击歌曲节的第11天！期待所选集合的艺术家视频将到达！', '@x_namo_xつ！大声笑我想见你（＆gt; _＆lt;）♡', '@x_namo_x miん（。_。）♡（; _;）', '@x_namo_x是什么？']"
6896,宮城県,16,19,"['@jasdf_misawa汉堡王，在火焰的中间，但即使在一小时以上，沃普佩已经售罄令人遗憾。', '@cnfj！美丽的…', '@cnfj我很粗鲁，我意外地笑了（^ ^;', '@ cnfj女孩', '@ cnfj女孩', '@cnfj我很抱歉！\n很酷。', '这是一个非常令人印象深刻的一天。\n我也参加了纪念射击。谢谢你在基地的每个人，Higashi Matsushima。\n这真的是一个奇迹，因为蓝蝇雨停止了。\n我以为我会停止去，因为我早上看到的天气预报都很糟糕，但很高兴去（^ o ^）/ *', '在@cnfj（@ ^ ^）/ ~~', '如果您选择源码...＃鸡蛋双Mac是1！＃常规比赛试镜！5/27（太阳）＃源筛选正在进行中！\n*', '随着天气变得更好，我将交换轮胎。']"
505c,,1,0,['你做了多少瓶？（＃urast住在*']
0dd2,,3,0,"['对不起这个月！/动漫“Sailor Moon Crystal”和Montst正在合作♪水手月亮和燕尾服面膜出现在蒙特斯特！让我们一起与水手战士斗争！#Montste＃Sailor Montst *', '热水？唔', '还通过钻孔器']"
3eca,Melbourne ,5,1,"['走到很长的路，向我的6名粉丝喊出♥*', '@Boygeorge Karma，Karma，Karma，Karma，Karma Chameleon被困在我的脑袋里', '8年后回到Twitter ..呜o', '推特时间']"
1FBA,Near Water in a  RIPTIDE,1058,141,"['@GeorgestRAIT我的男人！', '@kanyewest见到后面。一盎司买了？', '@walmart gro交货糟透了。永远不会带上一切列表。在订单时间内取消，但客户需要回家才能在内部带来GRO。', '@Walmart为什么让呼叫中心代理如John取消杂货订单3分钟交货开始时间？我发了更好！', '#pfh请为heidi祈祷。她是心脏病和amp的医院;自身免疫问题。请抬起她的朋友祈祷。阿门为海蒂祈祷#pfh', ""刚刚买了：Mavericks'NESEPañol'面罩/班班式数字下载（预购）*"", '我正在@HackDesign学习设计 - 这是一个免费的，易于遵循的设计课程，适合那些做惊人的东西的人。*', '*', '通过@Ramit获取“终极指南”*的“最终指南”副本*', '*', '通过@ramit获取“最终指南”的“最终指南”副本*']"
123C,,4,0,"['在睡觉时', '我看了视频', '我读了一本书', '我听了一个cd']"
34a3,,1,0,['*']
3361,,12,0,"['高玛丽的“微笑＆amp;和平”运动\n让我们和豌豆一起微笑，带着婴儿微笑！\n还有机会在“小鸡俱乐部”中出版！\n ＃微笑和碎片\n       ... * *', '高玛丽的“微笑＆amp;和平”运动\n让我们和豌豆一起微笑，带着婴儿微笑！\n还有机会在“小鸡俱乐部”中出版！＃微笑和碎片* *', '高玛丽的“微笑＆amp;和平”运动\n让我们和豌豆一起微笑，带着婴儿微笑！\n还有机会在“小鸡俱乐部”中出版！＃微笑和碎片* *', '得到塞西尔（黑暗骑士）！“FF”的人物出现为圣诞树装饰品！还\n#ff_rk #dot_christmas * *', '得到撒哈拉格！“FF”的人物出现为圣诞树装饰品！还\n#ff_rk #dot_christmas * *', 'amuro的新歌♥\n推出很有趣\n\n *', ""@funassyi @ hiro44682197我只能看到它一点（'°ω̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥̥`）"", '加热器的前部被拍摄（꒪⌓꒪）*', '我饱了']"
1fd0,,3,0,"['世界赶到了GW假期，但我在工作。我想知道我是否会休息。', '我经过很长一段时间，所以我在体育公园里玩。', '我有空闲时间']"
15e9,,1,1,['@sexystaraaaa你好女孩谢谢你x那些用我的bb在沙滩上最好的照片是最好的*']
